"product_code","setid","part_num","numerator_value","numerator_unit","denominator_value","denominator_unit","base_of_strength"
"49348-364","b73f9b1f-aa6f-468f-880e-a7fa4bcf930b","0","95","mg","","","PHENAZOPYRIDINE"
"37808-346","7d721ce3-746f-49aa-916d-eb5a8b357813","0","262","mg","","","SALICYLIC ACID"
"55910-329","69af44c2-390c-4223-889a-d5555aef5778","0","25","mg","","","DIPHENHYDRAMINE"
"49348-568","24fd7069-523b-4329-8ba1-79f24cba671e","0","200","mg","","","IBUPROFEN"
"57896-941","0744c3ca-4224-4f6a-a033-880949b544fd","0","200","mg","","","IBUPROFEN"
"57451-5065","d80b4d0c-650d-454a-b5d7-d6fee102e783","0","10","mg","","","FAMOTIDINE"
"57451-5066","d80b4d0c-650d-454a-b5d7-d6fee102e783","0","20","mg","","","FAMOTIDINE"
"36800-022","e081ce00-3562-418b-86b1-04e03d300ea5","0","200","mg","","","CIMETIDINE"
"49260-615","845b4bca-fb49-4a98-8ddf-b44320850d84","0","200","mg","","","IBUPROFEN"
"0363-0404","6d5efe99-48e0-43f7-ba91-9a4d6951260b","0","25","mg","","","MECLIZINE"
"65437-087","ea14be82-1d4d-41fe-9e2f-3f4df9393be5","0","8.6","mg","","","SENNA"
"49738-517","9fdecc86-5d5d-4292-8620-2711481586a5","0","200","mg","","","IBUPROFEN"
"49614-229","32175404-18f6-49a2-b6c2-a51b58ab3c63","0","10","mg","","","CETIRIZINE"
"17714-020","4e66c626-607f-4558-ab2e-2dd9a25f7be4","0","25","mg","","","DIPHENHYDRAMINE"
"21130-010","0b6848dd-e959-4833-b986-6ff456188298","0","500","mg","","","ACETAMINOPHEN"
"42912-0153","c3b408ff-f47b-4fee-ade5-5db6e25f4ee0","0","500","mg","","","Acetaminophen"
"42912-0152","c3b408ff-f47b-4fee-ade5-5db6e25f4ee0","0","500","mg","","","Acetaminophen"
"36800-917","77ef1e2e-b69f-4d2b-a369-017739c707f8","0","500","mg","","","ACETAMINOPHEN"
"63629-3757","8a309142-59ec-4297-bed1-14f7612ff6c2","0","648","mg","","","CALCIUM CATION;CARBONATE ION"
"55301-175","26ae0d0a-34c0-4d16-951a-8d5a463c808b","0","500","mg","","","ACETAMINOPHEN"
"68196-702","05fb437b-3771-4814-ae07-6068b009680b","0","10","mg","","","CETIRIZINE"
"36800-265","e5aac277-6ad3-469e-8fe2-1d444a7ab2ff","0","325","mg","","","ACETAMINOPHEN"
"36800-265","e5aac277-6ad3-469e-8fe2-1d444a7ab2ff","0","10","mg","","","DEXTROMETHORPHAN"
"36800-265","e5aac277-6ad3-469e-8fe2-1d444a7ab2ff","0","200","mg","","","GUAIFENESIN"
"36800-265","e5aac277-6ad3-469e-8fe2-1d444a7ab2ff","0","5","mg","","","PHENYLEPHRINE"
"55315-630","ac5b8b25-8687-4d59-8726-bba9ab5339c3","0","50","mg","","","DIPHENHYDRAMINE"
"21695-709","10f3966d-9cb8-4beb-b384-6b2428e92c22","0","10","mg","","","CETIRIZINE"
"0113-0014","4339b464-c6d0-4955-afde-55fd303c431d","0","325","mg","","","ACETAMINOPHEN"
"0113-0014","4339b464-c6d0-4955-afde-55fd303c431d","0","2","mg","","","CHLORPHENIRAMINE"
"0113-0014","4339b464-c6d0-4955-afde-55fd303c431d","0","10","mg","","","DEXTROMETHORPHAN"
"0113-0014","4339b464-c6d0-4955-afde-55fd303c431d","0","5","mg","","","PHENYLEPHRINE"
"55312-498","4ff8297e-297e-4fe3-96da-61e7e2da2e2c","0","600","mg","","","GUAIFENESIN"
"56062-852","a2c8c2f5-bae2-45e4-9610-66d8f62547ad","0","150","mg","","","RANITIDINE"
"37808-025","3047ade9-34d0-4333-8a89-aaafaf69f40e","0","25","mg","","","DIPHENHYDRAMINE"
"66715-9710","77e90d5f-2cda-49c3-b42d-048048c03a8c","0","250","mg","","","Acetaminophen"
"66715-9710","77e90d5f-2cda-49c3-b42d-048048c03a8c","0","250","mg","","","Aspirin"
"66715-9710","77e90d5f-2cda-49c3-b42d-048048c03a8c","0","65","mg","","","Caffeine"
"66715-9708","f83daca9-2697-4d61-98e1-af79b3be19cf","0","325","mg","","","Acetaminophen"
"66715-9708","f83daca9-2697-4d61-98e1-af79b3be19cf","0","10","mg","","","Dextromethorphan"
"66715-9708","f83daca9-2697-4d61-98e1-af79b3be19cf","0","5","mg","","","Phenylephrine"
"49348-260","e8434137-f58d-47e7-8849-e3264b01338d","0","220","mg","","","NAPROXEN"
"50332-0106","263e20ca-1ca6-4f7c-bae5-525a1184b744","0","420","mg","","","CALCIUM CATION"
"37205-705","01dae34e-a3d8-41cf-bc73-5ac4e411528a","0","325","mg","","","ACETAMINOPHEN"
"37205-705","01dae34e-a3d8-41cf-bc73-5ac4e411528a","0","10","mg","","","DEXTROMETHORPHAN"
"37205-705","01dae34e-a3d8-41cf-bc73-5ac4e411528a","0","5","mg","","","PHENYLEPHRINE"
"0113-0432","455b35b4-3969-411b-8036-887615d71e11","0","30","mg","","","PSEUDOEPHEDRINE"
"41250-612","9261a02b-db43-462f-9f06-fb5624070e20","0","10","mg","","","LORATADINE"
"55319-550","4527cc13-69e7-41fc-b330-f8474e6bec3a","0","125","mg","","","DIMETHICONE"
"75920-0464","0d3798bc-04ef-584e-821b-7aa76036b7d1","0","500","mg","","","Aspirin"
"75920-0464","0d3798bc-04ef-584e-821b-7aa76036b7d1","0","60","mg","","","Caffeine"
"41190-425","610cfc7f-d046-4425-9199-47e6c3214128","0","60","mg","","","FEXOFENADINE"
"21130-204","01a5d9dd-f123-443b-b968-412c0aadaaa2","0","120","mg","","","PSEUDOEPHEDRINE"
"42787-102","ce54315f-02ae-49c4-b42f-79c17a4cc2d7","0","325","mg","","","Aspirin"
"55910-612","0692b6b9-9240-4580-a273-b09192d84291","0","10","mg","","","LORATADINE"
"0363-0484","28e275fb-d615-4725-998c-946fe1bfdc0c","0","500","mg","","","ACETAMINOPHEN"
"41520-336","d8259f15-ef0f-41bf-a038-0be4eacb2d79","0","650","mg","","","ACETAMINOPHEN"
"55312-271","ad5a572a-8052-47cd-a7fb-4b68535d89c3","0","75","mg","","","RANITIDINE"
"37205-261","d006a8eb-1cfb-4f88-a498-6fad49033c31","0","220","mg","","","NAPROXEN"
"63739-432","4258fc68-ac29-491c-b7bc-ed5d35b23107","0","8.6","mg","","","SENNOSIDES"
"63739-432","4258fc68-ac29-491c-b7bc-ed5d35b23107","0","50","mg","","","DOCUSATE"
"12634-987","abaf61ad-17bd-4dcf-aff1-6687c4cb1b9f","0","10","mg","","","CETIRIZINE"
"46122-197","a622259a-7530-4ca8-9eb5-4e02857a28f3","0","220","mg","","","NAPROXEN"
"46122-197","a622259a-7530-4ca8-9eb5-4e02857a28f3","0","120","mg","","","PSEUDOEPHEDRINE"
"24385-013","315964a8-45f3-4d59-bd4b-c7559d142e4b","0","95","mg","","","PHENAZOPYRIDINE"
"55312-019","35b97424-1d05-4136-bc40-ec22f7e3a7fe","0","15","mg","","","LANSOPRAZOLE"
"41163-437","fb5a7788-0a4c-4e69-b3af-54f5e3d3a81a","0","500","mg","","","ACETAMINOPHEN"
"41163-437","fb5a7788-0a4c-4e69-b3af-54f5e3d3a81a","0","25","mg","","","DIPHENHYDRAMINE"
"24385-066","34de34ae-1036-4652-bc3d-b922dc5a283e","0","325","mg","","","ACETAMINOPHEN"
"24385-066","34de34ae-1036-4652-bc3d-b922dc5a283e","0","10","mg","","","DEXTROMETHORPHAN"
"24385-066","34de34ae-1036-4652-bc3d-b922dc5a283e","0","200","mg","","","GUAIFENESIN"
"24385-066","34de34ae-1036-4652-bc3d-b922dc5a283e","0","5","mg","","","PHENYLEPHRINE"
"16103-363","b9f8ea59-932f-4827-a87c-b4aff909c43f","0","8.6","mg","","","SENNOSIDES A AND B"
"49738-274","fe187777-b0de-4afb-80be-5b2ff7141a69","0","81","mg","","","ASPIRIN"
"42468-1001","c5327c6a-30f6-478d-95e2-c4229b7c2453","0","18","mg","","","CLOVE"
"34605-5001","365f85b3-96b7-4a02-bc4f-48a205c0edbe","0","0.11875","g","","","clove"
"34605-5001","365f85b3-96b7-4a02-bc4f-48a205c0edbe","0","0.001","g","","","lemon"
"34605-5001","365f85b3-96b7-4a02-bc4f-48a205c0edbe","0","0.0015","g","","","menthol"
"0363-0003","d4569486-e581-4671-b32c-1903abfa726e","0","200","mg","","","IBUPROFEN"
"41520-917","fad93282-ab51-4103-9bda-1f588cf15924","0","500","mg","","","ACETAMINOPHEN"
"36800-145","d2883fbe-1141-43ee-8d4c-9986f8f06c96","0","325","mg","","","ACETAMINOPHEN"
"36800-145","d2883fbe-1141-43ee-8d4c-9986f8f06c96","0","200","mg","","","GUAIFENESIN"
"36800-145","d2883fbe-1141-43ee-8d4c-9986f8f06c96","0","5","mg","","","PHENYLEPHRINE"
"10956-003","19dfdf4d-4a58-4ffb-8d62-394fcaaa7298","0","20","mg","","","DEXTROMETHORPHAN"
"10956-003","19dfdf4d-4a58-4ffb-8d62-394fcaaa7298","0","400","mg","","","Guaifenesin"
"49035-449","1bd01140-0ba7-4e22-be3b-664186aaddb9","0","160","mg","","","ACETAMINOPHEN"
"11673-751","96a5fbda-1f0d-439d-bc97-613b6e8c3573","0","500","mg","","","ACETAMINOPHEN"
"11673-751","96a5fbda-1f0d-439d-bc97-613b6e8c3573","0","25","mg","","","DIPHENHYDRAMINE"
"11673-176","5de03fc0-597a-497d-92a1-8ca008603593","0","5","mg","","","CETIRIZINE"
"11673-176","5de03fc0-597a-497d-92a1-8ca008603593","0","120","mg","","","PSEUDOEPHEDRINE"
"42507-467","3730ee46-b241-44eb-94fa-52b9d12a9c35","0","81","mg","","","ASPIRIN"
"11673-647","4bb1f271-3f6b-4e2d-ae0d-1ff9d4a17aaa","0","200","mg","","","IBUPROFEN"
"45802-106","ac8573a8-bff4-400d-a9d9-54bab8c3b071","0","5","mg","","","LORATADINE"
"45802-106","ac8573a8-bff4-400d-a9d9-54bab8c3b071","0","120","mg","","","PSEUDOEPHEDRINE"
"63941-519","0005aafa-08f8-4990-a54d-cc097195708f","0","500","mg","","","ACETAMINOPHEN"
"0536-3756","9a593cb1-d99b-47e1-8675-dc37caa024e9","0","100","mg","","","DOCUSATE"
"37000-691","a1785301-3d4d-4c47-bfa1-b51f54201c53","0","262","mg","","","Bismuth Cation;Salicylic Acid"
"49999-003","338b33a4-d7f8-48f0-aff4-24edfa578e80","0","25","mg","","","DIPHENHYDRAMINE"
"55741-224","d98ee9c8-40e2-4abb-b5c1-45e73e7dd23b","0","580","mg","","","SALICYLIC ACID"
"0536-3597","9ca7184d-720e-4363-b5b7-34ffd61d4c6a","0","25","mg","","","DIPHENHYDRAMINE"
"41163-550","67c3f2e8-d7b8-42b2-a321-dc23cf95026f","0","125","mg","","","DIMETHICONE"
"41163-489","41c20c6d-adf3-47c8-9d1a-90205f120836","0","750","mg","","","CARBONATE ION"
"11822-0544","e2bb2925-4fc7-4597-8d0c-768a48d8e4f1","0","650","mg","","","ACETAMINOPHEN"
"67544-468","8680a28c-2089-40d0-9b50-502daca07730","0","325","mg","","","ASPIRIN"
"52164-1109","781e4059-d9b1-4137-8b44-b7e3a1499698","1","81","mg","","","ASPIRIN"
"55319-915","0f195e96-4acb-48fa-b1f7-d6504601fe27","0","20","mg","","","OMEPRAZOLE"
"46122-040","b213e5d9-7c8c-48b1-985a-2f2919774237","0","180","mg","","","FEXOFENADINE"
"41520-195","3e9f3199-230b-4cb5-8671-19dd84379939","0","200","mg","","","IBUPROFEN"
"68788-9196","beb90934-9ec4-4bb4-90a4-29d17cacc4e8","0","500","mg","","","ACETAMINOPHEN"
"56062-083","32757a3c-220b-43a1-b686-9ec04e01371c","0","200","mg","","","IBUPROFEN"
"56062-083","32757a3c-220b-43a1-b686-9ec04e01371c","0","30","mg","","","PSEUDOEPHEDRINE"
"24385-479","9819522f-f3db-4cb8-9680-423114ace2f6","0","25","mg","","","DIPHENHYDRAMINE"
"49035-544","baac3c00-a651-4fd8-92f8-d790f1d0b1b7","0","650","mg","","","ACETAMINOPHEN"
"0363-0571","ccb82db5-3936-4db0-b5b8-ae3b8ac2c59a","0","180","mg","","","FEXOFENADINE"
"33992-0621","e278b8ad-2eb0-4bd8-a455-a8a438e87f97","0","325","mg","","","Acetaminophen"
"33992-0621","e278b8ad-2eb0-4bd8-a455-a8a438e87f97","0","15","mg","","","Dextromethorphan"
"33992-0621","e278b8ad-2eb0-4bd8-a455-a8a438e87f97","0","6.25","mg","","","Doxylamine"
"0280-1410","66f35119-63f8-4655-af6a-201fe4c8394c","0","325","mg","","","Aspirin"
"0280-1410","66f35119-63f8-4655-af6a-201fe4c8394c","0","10","mg","","","Dextromethorphan"
"0280-1410","66f35119-63f8-4655-af6a-201fe4c8394c","0","7.8","mg","","","Phenylephrine"
"10956-761","98e6d6ba-4164-4a14-b186-a5016c7e4c33","0","20","mg","","","DEXTROMETHORPHAN"
"10956-761","98e6d6ba-4164-4a14-b186-a5016c7e4c33","0","400","mg","","","Guaifenesin"
"55316-517","935f8043-d64e-4eac-b2bb-57675e29b60a","0","200","mg","","","IBUPROFEN"
"68788-0179","996c5b2a-cea0-4d8c-8ddb-6f68697e6a08","0","325","mg","","","FERROUS CATION"
"65197-300","92fbeec1-1562-40f3-9734-41f133d494f9","0","200","mg","","","ALUMINUM HYDROXIDE"
"65197-300","92fbeec1-1562-40f3-9734-41f133d494f9","0","200","mg","","","MAGNESIUM CATION"
"65197-300","92fbeec1-1562-40f3-9734-41f133d494f9","0","24","mg","","","DIMETHICONE"
"65197-300","92fbeec1-1562-40f3-9734-41f133d494f9","0","1","mg","","","SILICON DIOXIDE"
"0113-0852","425129ef-72c7-44dd-b7ce-4b8bec2bf982","0","150","mg","","","RANITIDINE"
"37808-480","d5c5677b-080f-425e-a77a-b3f64232e081","0","325","mg","","","ACETAMINOPHEN"
"37808-480","d5c5677b-080f-425e-a77a-b3f64232e081","0","15","mg","","","DEXTROMETHORPHAN"
"37808-480","d5c5677b-080f-425e-a77a-b3f64232e081","0","6.25","mg","","","DOXYLAMINE"
"50844-532","5e3e442d-a85d-2303-3d22-6e454a5495ec","0","400","mg","","","Guaifenesin"
"55910-184","6ea12e67-e164-4c2b-b208-f85718697c21","0","250","mg","","","ACETAMINOPHEN"
"55910-184","6ea12e67-e164-4c2b-b208-f85718697c21","0","250","mg","","","ASPIRIN"
"55910-184","6ea12e67-e164-4c2b-b208-f85718697c21","0","65","mg","","","CAFFEINE"
"0498-1070","9771b30a-15bc-420a-abe0-9944e81ba661","0","325","mg","","","ACETAMINOPHEN"
"0498-1070","9771b30a-15bc-420a-abe0-9944e81ba661","0","162","mg","","","PHENYLEPHRINE"
"0498-1070","9771b30a-15bc-420a-abe0-9944e81ba661","0","200","mg","","","GUAIFENESIN"
"0498-1070","9771b30a-15bc-420a-abe0-9944e81ba661","0","15","mg","","","DEXTROMETHORPHAN"
"0536-3607","775f97c0-6f82-49a8-82ac-f1a73920c3ec","0","30","mg","","","PSEUDOEPHEDRINE"
"54569-0014","fbe278a7-f6dc-4103-a71f-9de346044bf1","0","325","mg","","","ASPIRIN"
"41163-409","181daead-a9d8-49ff-ac2d-05351b60c42e","0","200","mg","","","CAFFEINE"
"49035-892","25ba0615-ba2d-4d77-ae6b-f024c6621054","0","8.6","mg","","","SENNOSIDES"
"17714-011","968afa79-eaae-4cd9-ba0d-3b5eaa466b58","0","325","mg","","","ASPIRIN"
"41520-321","2a225031-70e5-4906-acee-de915b2137a7","0","10","mg","","","FAMOTIDINE"
"41520-321","2a225031-70e5-4906-acee-de915b2137a7","0","165","mg","","","MAGNESIUM HYDROXIDE"
"41520-321","2a225031-70e5-4906-acee-de915b2137a7","0","800","mg","","","CARBONATE ION"
"41163-403","5c631f9b-ca18-49cf-9b79-2a5c162ba1ea","0","325","mg","","","ACETAMINOPHEN"
"62756-542","04923af6-97fc-4e32-834d-1df643832d7f","0","30","mg","","","FEXOFENADINE"
"62756-543","04923af6-97fc-4e32-834d-1df643832d7f","0","60","mg","","","FEXOFENADINE"
"62756-545","04923af6-97fc-4e32-834d-1df643832d7f","0","180","mg","","","FEXOFENADINE"
"41250-234","d4530cb1-f16e-467d-84d5-9830a5744152","0","325","mg","","","ACETAMINOPHEN"
"41250-234","d4530cb1-f16e-467d-84d5-9830a5744152","0","10","mg","","","DEXTROMETHORPHAN"
"41250-234","d4530cb1-f16e-467d-84d5-9830a5744152","0","200","mg","","","GUAIFENESIN"
"41250-234","d4530cb1-f16e-467d-84d5-9830a5744152","0","5","mg","","","PHENYLEPHRINE"
"10056-557","8a7fc5f5-4840-4d45-9caf-5fb82348c31a","0","200","mg","","","IBUPROFEN"
"55910-720","15ac6531-8479-49ac-958c-30ee850e6a87","0","25","mg","","","DIPHENHYDRAMINE"
"0031-8719","868ac65a-63e2-46ac-b87d-66b289086756","0","10","mg","","","DEXTROMETHORPHAN"
"0031-8719","868ac65a-63e2-46ac-b87d-66b289086756","0","200","mg","","","GUAIFENESIN"
"11673-417","0922e52f-e2f6-4f79-886a-f3ce4a9e4b96","0","220","mg","","","NAPROXEN"
"11673-417","0922e52f-e2f6-4f79-886a-f3ce4a9e4b96","0","120","mg","","","PSEUDOEPHEDRINE"
"49035-523","d5ea7e9f-70a1-4e68-b5a7-02cf6147c5be","0","325","mg","","","ACETAMINOPHEN"
"41520-517","acd9cf65-36fc-4587-8a9e-d59597de0925","0","200","mg","","","IBUPROFEN"
"68016-206","8d82634b-bbde-40b9-a694-24baa6615163","0","50","mg","","","DOCUSATE"
"68016-206","8d82634b-bbde-40b9-a694-24baa6615163","0","8.6","mg","","","SENNOSIDES"
"37012-490","f1e9d3a4-42a4-4a63-80b8-7ef5e4c74eb6","1","325","mg","","","ACETAMINOPHEN"
"37012-490","f1e9d3a4-42a4-4a63-80b8-7ef5e4c74eb6","1","15","mg","","","DEXTROMETHORPHAN"
"37012-490","f1e9d3a4-42a4-4a63-80b8-7ef5e4c74eb6","1","6.25","mg","","","DOXYLAMINE"
"37012-490","f1e9d3a4-42a4-4a63-80b8-7ef5e4c74eb6","2","325","mg","","","ACETAMINOPHEN"
"37012-490","f1e9d3a4-42a4-4a63-80b8-7ef5e4c74eb6","2","15","mg","","","DEXTROMETHORPHAN"
"37012-490","f1e9d3a4-42a4-4a63-80b8-7ef5e4c74eb6","2","5","mg","","","PHENYLEPHRINE"
"59726-213","af11a778-96fd-42da-8c8d-01af40f43e1d","0","500","mg","","","ACETAMINOPHEN"
"59726-213","af11a778-96fd-42da-8c8d-01af40f43e1d","0","25","mg","","","DIPHENHYDRAMINE"
"11822-0439","079473b9-340a-44e4-8217-eb0fe203e33e","0","81","mg","","","ASPIRIN"
"46084-061","c6ee8b69-c791-4ed0-a2bb-44a229dbcb0d","0","500","mg","","","ACETAMINOPHEN"
"37012-110","9031c063-b21f-45e0-be9e-897510957594","0","100","mg","","","DOCUSATE"
"11822-0386","99883c0a-4152-440e-b626-4af6ed07a2ff","0","25","mg","","","DOXYLAMINE"
"41520-019","63fadc93-8207-436c-9d3f-baaf3970f26b","0","5","mg","","","BISACODYL"
"41163-441","6379013a-b473-4c77-ad82-cf438b411b21","0","25","mg","","","DOXYLAMINE"
"49035-571","ec5b525a-72d3-45f7-b047-f33b57f12ae4","0","180","mg","","","FEXOFENADINE"
"37205-339","2e5703f9-0e6d-4853-b8bf-eca7e4feb282","0","500","mg","","","ACETAMINOPHEN"
"37205-339","2e5703f9-0e6d-4853-b8bf-eca7e4feb282","0","25","mg","","","PAMABROM"
"37205-339","2e5703f9-0e6d-4853-b8bf-eca7e4feb282","0","15","mg","","","PYRILAMINE"
"57344-145","5ea3217d-845d-4781-b849-6b00babdc214","0","220","mg","","","NAPROXEN"
"0573-1238","a14515f3-197f-3d3e-1cf8-fc09925d1d88","0","325","mg","","","acetaminophen"
"0573-1238","a14515f3-197f-3d3e-1cf8-fc09925d1d88","0","2","mg","","","chlorpheniramine"
"0573-1238","a14515f3-197f-3d3e-1cf8-fc09925d1d88","0","5","mg","","","phenylephrine"
"55312-248","500da235-9c52-44b6-be0c-20f37bc00584","0","200","mg","","","IBUPROFEN"
"68391-458","4c713daf-9285-4dc8-8656-e050c09508bc","0","10","mg","","","CETIRIZINE"
"55312-217","6bd4d762-c9d3-4308-bfa7-cb5f43c77a4f","0","650","mg","","","ACETAMINOPHEN"
"63941-630","1680912f-418f-47fd-bf32-b6aa43000511","0","50","mg","","","DIPHENHYDRAMINE"
"47682-125","dd52630f-36db-4ecf-be50-59ea74594a21","0","500","mg","","","ACETAMINOPHEN"
"47682-126","dd52630f-36db-4ecf-be50-59ea74594a21","0","500","mg","","","ACETAMINOPHEN"
"47682-127","dd52630f-36db-4ecf-be50-59ea74594a21","0","500","mg","","","ACETAMINOPHEN"
"0904-5115","71b7f8d6-9642-4696-9d7a-84fc8668423e","0","700","mg","","","CALCIUM CATION;CARBONATE ION"
"0904-5115","71b7f8d6-9642-4696-9d7a-84fc8668423e","0","300","mg","","","MAGNESIUM CATION;HYDROXIDE ION"
"0904-5752","9b6295c7-377b-4392-83b1-13018b0bc295","0","15","mg","","","DEXTROMETHORPHAN"
"62011-0213","c36847c0-4741-4178-8a1a-697c068591fd","0","200","mg","","","IBUPROFEN"
"41250-461","75c820b8-88ce-41e0-ab2f-eb7f3b19bc04","0","100","mg","","","IBUPROFEN"
"63868-748","a8681492-2480-409a-8fe2-df336baf7ce3","0","2","mg","","","LOPERAMIDE"
"63548-0046","e48a12ef-fd83-403e-8039-e241765c9927","0","81","mg","","","ASPIRIN"
"41163-242","59bb5f4b-d004-48b9-a861-f21a76e7302f","0","125","mg","","","DIMETHICONE"
"37808-428","b7a9625d-85ca-45f4-a44b-e12659909832","0","125","mg","","","DIMETHICONE"
"0904-6349","b4a11507-0960-4007-b86a-ba449228d3f2","0","75","mg","","","RANITIDINE"
"0498-2520","f1e4ccd8-1767-48fd-9049-560089029771","0","65","mg","","","CAFFEINE"
"0498-2520","f1e4ccd8-1767-48fd-9049-560089029771","0","250","mg","","","ACETAMINOPHEN"
"0498-2520","f1e4ccd8-1767-48fd-9049-560089029771","0","250","mg","","","ASPIRIN"
"47682-488","5dd569ca-d03e-410c-af98-4732c823d595","0","220","mg","","","NAPROXEN"
"30142-050","347dd263-ba0d-4a5a-8ac8-e586fcfd014e","0","38","mg","","","DIPHENHYDRAMINE"
"30142-050","347dd263-ba0d-4a5a-8ac8-e586fcfd014e","0","200","mg","","","IBUPROFEN"
"49738-917","55717139-ef08-42da-980d-3c0d717a93ca","0","500","mg","","","ACETAMINOPHEN"
"36800-527","777e57a4-a9d7-4c8b-8fbf-d1a1abe2c1f9","0","10","mg","","","LORATADINE"
"49035-112","35878ac8-49e9-42a9-9781-b47b420ea287","0","30","mg","","","PSEUDOEPHEDRINE"
"51660-527","de3a7725-5d1b-4195-a9f8-43f92888997c","0","10","mg","","","LORATADINE"
"21130-321","08a5a2de-374d-4cc7-af7a-68ab66423f0a","0","10","mg","","","FAMOTIDINE"
"21130-321","08a5a2de-374d-4cc7-af7a-68ab66423f0a","0","165","mg","","","MAGNESIUM HYDROXIDE"
"21130-321","08a5a2de-374d-4cc7-af7a-68ab66423f0a","0","800","mg","","","CARBONATE ION"
"49738-546","9249e3ab-3617-4773-aa9a-ff499d6ee6c5","0","10","mg","","","FAMOTIDINE"
"49738-546","9249e3ab-3617-4773-aa9a-ff499d6ee6c5","0","800","mg","","","CARBONATE ION"
"49738-546","9249e3ab-3617-4773-aa9a-ff499d6ee6c5","0","165","mg","","","MAGNESIUM HYDROXIDE"
"0113-0381","b62fe87f-eb6e-4017-a6f0-6c45bb72ee02","0","325","mg","","","ACETAMINOPHEN"
"0113-0381","b62fe87f-eb6e-4017-a6f0-6c45bb72ee02","0","10","mg","","","DEXTROMETHORPHAN"
"0113-0381","b62fe87f-eb6e-4017-a6f0-6c45bb72ee02","0","200","mg","","","GUAIFENESIN"
"0113-0381","b62fe87f-eb6e-4017-a6f0-6c45bb72ee02","0","5","mg","","","PHENYLEPHRINE"
"63941-528","1fcc897d-bc89-4270-bf03-dc6c2abe1d18","0","10","mg","","","LORATADINE"
"0378-0780","6ce175fc-d9cd-467f-b196-83a6fa070217","0","30","mg","","","FEXOFENADINE"
"0378-0781","6ce175fc-d9cd-467f-b196-83a6fa070217","0","60","mg","","","FEXOFENADINE"
"0378-0782","6ce175fc-d9cd-467f-b196-83a6fa070217","0","180","mg","","","FEXOFENADINE"
"49738-374","ab806011-a34c-4610-9679-74a87b1ba780","0","250","mg","","","ACETAMINOPHEN"
"49738-374","ab806011-a34c-4610-9679-74a87b1ba780","0","250","mg","","","ASPIRIN"
"49738-374","ab806011-a34c-4610-9679-74a87b1ba780","0","65","mg","","","CAFFEINE"
"42507-477","fae5b323-34c5-4cee-8649-63cb1b5d6448","0","625","mg","","","POLYCARBOPHIL"
"59779-227","cf30f244-654f-b641-1fac-9e5bbbdb17f8","0","325","mg","","","Aspirin"
"41163-050","5c4ff82a-bdc4-4df5-9df7-abc6becf4f4d","0","38","mg","","","DIPHENHYDRAMINE"
"41163-050","5c4ff82a-bdc4-4df5-9df7-abc6becf4f4d","0","200","mg","","","IBUPROFEN"
"49614-116","bcf9c1de-8383-41b4-a2aa-7a3a2796c308","0","200","mg","","","IBUPROFEN"
"0135-0098","7f367927-c366-465c-a059-e2cfb337d562","0","160","mg","","","ALUMINUM HYDROXIDE"
"0135-0098","7f367927-c366-465c-a059-e2cfb337d562","0","105","mg","","","CARBONATE ION"
"0135-0430","7f367927-c366-465c-a059-e2cfb337d562","0","160","mg","","","ALUMINUM HYDROXIDE"
"0135-0430","7f367927-c366-465c-a059-e2cfb337d562","0","105","mg","","","CARBONATE ION"
"0135-0096","7f367927-c366-465c-a059-e2cfb337d562","0","80","mg","","","ALUMINUM HYDROXIDE"
"0135-0096","7f367927-c366-465c-a059-e2cfb337d562","0","14.2","mg","","","MAGNESIUM CATION"
"24385-296","588ca78e-def7-46c0-a965-0cf32f7b7b0f","0","75","mg","","","RANITIDINE"
"11822-0837","a1533d82-3b76-4f2c-9d0e-c7981be4f40d","0","500","mg","","","ACETAMINOPHEN"
"11822-0837","a1533d82-3b76-4f2c-9d0e-c7981be4f40d","0","25","mg","","","DIPHENHYDRAMINE"
"0280-8080","59257aae-3057-4109-923c-8baf7ea3d07b","0","200","mg","","","Ibuprofen"
"11523-1305","12175ce6-5af8-4f19-ac9c-c7228888b86e","0","500","mg","","","Acetaminophen"
"11523-1305","12175ce6-5af8-4f19-ac9c-c7228888b86e","0","2","mg","","","Chlorpheniramine"
"11523-1305","12175ce6-5af8-4f19-ac9c-c7228888b86e","0","15","mg","","","Dextromethorphan"
"0067-0117","7ce312ca-542b-4bc0-97b5-f65279e1e84c","0","125","mg","","","DIMETHICONE"
"55301-571","dd6fbbce-7fb1-4297-afab-cdb93f812cd6","0","180","mg","","","FEXOFENADINE"
"11673-180","2b3cc94a-63c1-4ef3-b315-560d147157e4","0","8.6","mg","","","SENNOSIDES"
"55312-140","20f9de01-c1ae-41f1-84c3-0fe663a1e09c","0","220","mg","","","NAPROXEN"
"70253-329","572aee2e-ee30-43c1-ae61-0ab2399d697b","0","25","mg","","","DIPHENHYDRAMINE"
"63981-571","7ea33cc6-60b7-4173-aab5-76352001597c","0","180","mg","","","FEXOFENADINE"
"49035-090","3bbc126e-dce5-4d1b-8276-975ebf23958a","1","325","mg","","","ACETAMINOPHEN"
"49035-090","3bbc126e-dce5-4d1b-8276-975ebf23958a","1","15","mg","","","DEXTROMETHORPHAN"
"49035-090","3bbc126e-dce5-4d1b-8276-975ebf23958a","1","6.25","mg","","","DOXYLAMINE"
"49035-090","3bbc126e-dce5-4d1b-8276-975ebf23958a","2","325","mg","","","ACETAMINOPHEN"
